ID,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
65434939,07-10-2016,4,2.25,4470,86225,2,0,0,3,10,4470,0,1991,0,122045,3850,97049,1,80,885000
65434940,07-10-2016,3,2.25,3440,10628,2,0,2,3,10,3440,0,1985,0,122027,3170,11434,3,70,855000
65434941,07-10-2016,3,1.75,1400,9900,1,0,0,3,7,1400,0,1951,0,122048,1810,10796,2,67,850000
65434942,07-10-2016,4,2.5,2910,9000,2,0,0,3,9,2910,0,1989,0,122027,2530,9000,3,50,805000
65434943,07-10-2016,4,2.5,3500,7519,2,0,0,3,9,3500,0,2004,0,122045,3920,7982,3,67,790000
65434944,07-10-2016,,3.25,3240,4852,2,0,0,3,9,3240,0,2010,0,122045,3320,5318,3,61,789500
65434945,07-10-2016,,3,3370,100681,1,0,0,5,8,1920,1450,1977,0,122046,2440,43705,1,74,785000
65434946,07-10-2016,3,2.5,2700,8444,2,0,0,3,10,2700,0,1992,0,122027,2840,9165,3,53,765000
65434947,07-10-2016,4,2.5,2960,28005,2,0,0,3,10,2960,0,1989,0,122021,3510,35248,3,79,760000
65434948,07-10-2016,3,2.25,2410,9668,1,0,1,4,8,1540,870,1965,0,122007,2510,5250,3,59,715500
65434949,07-10-2016,4,2.25,2450,11960,1,0,0,3,10,2450,0,1979,0,122019,2600,11960,2,64,712000
65434950,07-10-2016,3,1.75,2500,36947,1,0,0,3,9,2500,0,1984,0,122005,2590,28837,2,61,662000
65434951,07-10-2016,4,2.5,2570,4412,2,0,0,3,9,2570,0,2001,0,122033,2460,5470,1,50,655000
65434952,07-10-2016,3,1,1790,5250,1,0,0,3,7,1400,390,1943,0,122004,1790,5250,2,76,603000
65434953,07-10-2016,,3.25,1840,1500,3,0,0,3,8,1840,0,2001,0,122028,1910,2500,2,53,601450
65434954,07-10-2016,3,2.5,1790,3962,2,0,0,3,8,1790,0,1992,0,122007,1340,3960,3,79,584000
65434955,07-10-2016,3,1.75,2140,13286,1,0,0,4,8,1220,920,1964,0,122027,2250,13286,1,51,577500
65434956,07-10-2016,2,1.75,2070,23160,1,0,0,3,7,1260,810,1946,0,122032,1690,5458,3,69,577000
65434957,07-10-2016,4,2.5,3230,7187,2,0,0,3,9,3230,0,2008,0,122015,2950,6537,3,77,570000
65434958,07-10-2016,3,2.25,1990,8501,2,0,0,3,8,1990,0,1991,0,122011,2090,6459,1,73,564800
65434959,07-10-2016,3,1,1140,7028,1,0,0,3,8,1140,0,1931,0,122006,1350,6923,3,80,560000
65434960,07-10-2016,,3.5,1560,2198,2,0,0,3,8,1180,380,2006,0,122009,1550,1467,2,55,560000
65434961,07-10-2016,3,3.5,,,2,0,2,3,8,2670,680,2014,0,122054,2030,5117,3,69,557500
65434962,07-10-2016,4,2.5,2329,9436,2,0,0,3,9,2329,0,1995,0,122017,2660,10252,3,56,540000
65434963,07-10-2016,3,2,1870,5455,1,0,0,5,7,1060,810,1926,0,122022,1870,7435,2,79,521000
65434964,07-10-2016,4,2.25,2470,7800,1,0,0,3,8,1470,1000,1975,0,122005,2050,8050,1,64,515000
65434965,07-10-2016,3,,1560,1020,3,0,0,3,8,1560,0,2014,0,122044,1560,1728,3,75,515000
65434966,07-10-2016,4,2.25,2490,23478,2,0,0,3,8,2490,0,1981,0,122021,2030,12611,2,55,500000
65434967,07-10-2016,3,2.25,2880,7200,1,0,0,3,8,1710,1170,1970,0,122038,1880,10200,2,80,499950
65434968,07-10-2016,5,1.5,,,1,0,0,4,7,1230,940,1959,0,122029,1670,8610,2,65,497500
65434969,07-10-2016,2,2.5,1170,809,2,0,0,3,9,1170,0,2007,0,122028,1170,1121,1,68,482500
65434970,07-10-2016,3,2.5,1710,8998,2,0,0,3,8,1710,0,1982,0,122005,1710,9859,1,65,479000
65434971,07-10-2016,3,1.5,1640,2720,1.5,0,0,3,8,1640,0,1929,0,122006,1490,4375,3,67,475000
65434972,07-10-2016,3,1,910,3880,1,0,0,3,7,780,130,1942,0,122007,1220,3880,3,50,465000
65434973,07-10-2016,3,2.25,,7403,1,0,0,3,7,1870,0,1950,0,122022,1630,7440,1,67,455000
65434974,07-10-2016,4,1.75,1640,1480,1,0,0,4,7,820,820,1912,0,122004,1420,2342,2,80,450000
65434975,07-10-2016,4,2.5,2430,3249,2,0,0,3,8,2430,0,2010,0,122015,2650,3844,1,56,427500
65434976,07-10-2016,3,,1770,3993,2,0,0,3,8,1770,0,1999,0,122019,1820,4046,2,54,420000
65434977,07-10-2016,3,1,1310,4163,1,0,0,4,7,1310,0,1964,0,122064,1120,4166,1,67,415885
65434978,07-10-2016,3,1,1510,6083,1,0,0,4,6,860,650,1940,0,122006,1510,5712,1,54,415000
65434979,07-10-2016,3,2,2050,9396,1,0,0,5,7,1170,880,1960,0,122014,1680,9391,2,66,399950
65434980,07-10-2016,3,1,1720,8910,1,0,0,4,7,1720,0,1954,0,122014,1870,8640,3,76,399950
65434981,07-10-2016,4,1.75,1960,7945,1,0,0,4,7,980,980,1946,0,122022,1290,7945,2,67,395000
65434982,07-10-2016,3,1,1380,6591,1,0,0,4,7,1380,0,1947,0,122038,1610,6594,3,51,389000
65434983,07-10-2016,2,1,770,7554,1,0,0,3,6,770,0,1946,0,122050,1390,7500,3,54,385000
65434984,07-10-2016,3,2.5,1650,2082,3,0,0,3,8,1650,0,2007,0,122038,1650,1965,2,65,378000
65434985,07-10-2016,5,3,2680,8410,2,0,0,3,8,1810,870,1990,0,122046,1860,8410,3,79,375000
65434986,07-10-2016,4,2,2500,36900,1,0,0,3,7,1540,960,1972,0,122024,1960,36900,3,51,368000
65434987,07-10-2016,4,1.5,1820,12327,1,0,0,4,7,1380,440,1955,0,122027,1450,9256,3,75,365000
65434988,07-10-2016,3,2,1970,79714,1,0,0,3,7,1070,900,1979,0,122046,1890,36626,2,68,360000
65434989,07-10-2016,2,2.5,1770,4950,1,0,0,3,7,1770,0,2003,0,122024,1770,4500,1,54,350500
65434990,07-10-2016,3,2.5,1420,1162,3,0,0,3,8,1420,0,2002,0,122028,1430,1560,3,76,349950
65434991,07-10-2016,,3.5,2660,6978,2,0,0,3,8,1980,680,1996,0,122023,2220,7294,1,64,332100
65434992,07-10-2016,2,,880,1753,2,0,0,4,7,880,0,1945,0,122032,1010,1748,1,67,330000
65434993,07-10-2016,3,1.5,1370,11400,2,0,0,3,7,1370,0,1980,0,122025,1390,9600,2,58,280000
65434994,07-10-2016,2,1,890,8180,1,0,0,3,7,890,0,1947,0,122014,1130,8180,1,59,275400
65434995,07-10-2016,4,2.5,2701,5821,2,0,0,3,7,2701,0,2013,0,122023,2566,5843,2,76,270000
65434996,07-10-2016,3,2.5,1850,6676,2,0,0,3,7,1850,0,1986,0,122018,1700,6663,2,50,268000
65434997,07-10-2016,3,1.75,1360,16000,1,0,0,3,7,1360,0,1978,0,122014,1360,12939,1,52,250000
65434998,07-10-2016,3,1.5,,8580,1,0,0,3,6,1420,0,1962,0,122018,1200,8580,2,50,224097
65434999,07-10-2016,3,1,1980,18730,1,0,0,4,7,1280,700,1943,0,122039,1356,9450,3,73,207000
65435000,07-10-2016,3,1,980,9682,1,0,0,3,7,980,0,1969,0,122067,1580,9682,1,53,201000
65435001,07-10-2016,3,1.75,1420,7205,1,0,0,3,7,1420,0,1986,0,122065,1690,7405,3,63,192500
65435002,07-10-2016,2,1,800,5600,1,0,0,5,6,800,0,1955,0,122053,1100,6000,1,56,189900
65435003,07-10-2016,3,2.25,1740,6650,1,0,0,3,7,1240,500,1978,0,122018,1740,7000,1,76,182700
65435004,07-10-2016,4,1.5,1450,5530,1,0,0,4,6,1450,0,1969,0,122035,1060,5200,2,69,175409
65435005,07-10-2016,3,1.75,1370,8006,2,0,0,3,7,1370,0,1990,0,122039,1530,8006,2,63,160000
65435006,08-10-2016,4,4.5,4300,19844,2,0,0,3,11,4300,0,1985,1999,122071,3070,19845,2,57,2500000
65435007,08-10-2016,4,4.5,6380,88714,2,0,0,3,12,6380,0,2006,0,122011,3040,7113,3,80,1820000
65435008,08-10-2016,3,2.5,4010,12105,1,0,3,5,11,2600,1410,1983,0,122027,4010,15081,3,80,1510000
65435009,08-10-2016,4,3.25,,38016,2,0,2,3,11,3310,290,1991,0,122033,2440,22693,2,66,1420000
65435010,08-10-2016,5,3.25,4300,9270,2,0,3,3,10,2910,1390,1957,2009,122009,2780,6610,3,79,1400000
65435011,08-10-2016,3,2,2310,21318,1,0,0,3,10,2310,0,1979,1996,122048,2950,21814,3,61,1360000
65435012,08-10-2016,4,2.25,2240,11034,2,0,0,3,8,2240,0,1976,0,122048,2300,11550,1,70,980000
65435013,08-10-2016,,3.25,2080,3025,2,0,2,4,8,1220,860,1984,0,122044,2680,6518,3,77,969500
65435014,08-10-2016,4,3,,438213,2,0,0,3,9,3230,0,1999,0,122069,1600,144619,3,70,950000
65435015,08-10-2016,5,1,2590,4652,2,0,0,4,8,2310,280,1907,0,122044,2360,4650,3,72,890000
65435016,08-10-2016,,3,1910,4800,1.5,0,0,3,9,1910,0,1900,1991,122028,1280,1310,3,68,850000
65435017,08-10-2016,,3.5,3600,9312,2,0,3,3,10,2680,920,2005,0,122005,3420,9860,1,73,817500
65435018,08-10-2016,,2.75,3170,7634,2,0,0,3,10,3170,0,1992,0,122020,2940,7846,2,80,750000
65435019,08-10-2016,3,1.5,1790,6000,1.5,0,0,4,7,1790,0,1903,0,122006,1290,3500,2,57,725000
65435020,08-10-2016,,2.75,3630,38461,2,0,0,3,11,3630,0,2000,0,122046,4440,50378,1,63,716500
65435021,08-10-2016,,3.5,3190,6875,2,0,2,3,8,2120,1070,1999,0,122033,2550,6875,2,69,675000
65435022,08-10-2016,4,1.75,2640,8215,1,0,0,4,7,1500,1140,1966,0,122029,2070,7875,1,66,650000
65435023,08-10-2016,4,2,1690,35346,1,0,0,3,7,1690,0,1967,0,122029,2050,37846,1,58,612500
65435024,08-10-2016,,3,1800,5000,1.5,0,2,3,8,1500,300,1929,0,122003,1670,5000,3,75,606400
65435025,08-10-2016,6,1.75,2180,4000,1.5,0,0,4,7,1380,800,1926,0,122004,1720,4000,2,50,580000
65435026,08-10-2016,,2.75,3080,5752,2,0,0,3,9,3080,0,2014,0,122015,3000,4650,3,53,579950
65435027,08-10-2016,3,1.75,1720,5956,2,0,0,3,8,1720,0,1981,0,122010,1620,9324,1,62,575000
65435028,08-10-2016,4,2.5,2280,9725,2,0,0,3,8,2280,0,1986,0,122021,2140,8780,2,64,565000
65435029,08-10-2016,3,1.5,2790,6900,1,0,2,3,8,1700,1090,1955,0,122022,2410,8100,1,66,560000
65435030,08-10-2016,3,,2130,7199,2,0,0,3,8,2130,0,1990,0,122019,1890,7546,1,56,546500
65435031,08-10-2016,3,2.25,1270,2790,1,0,0,3,7,990,280,1970,0,122032,1920,4000,2,50,543500
65435032,08-10-2016,3,2.5,2810,4607,2,0,0,3,8,2810,0,2004,0,122017,2540,4871,3,50,533000
65435033,08-10-2016,4,1.75,,3600,1,0,0,5,7,880,880,1926,0,122028,1500,5580,1,54,527950
65435034,08-10-2016,3,1.75,,8000,1,0,0,4,8,1970,0,1968,0,122005,1910,8000,3,61,525000
65435035,08-10-2016,3,3,1845,5100,2,0,2,5,8,1845,0,1947,0,122053,2100,7650,3,61,510000
65435036,08-10-2016,3,2,1990,7405,1,0,0,5,7,1990,0,1971,0,122027,2120,6462,2,73,510000
65435037,08-10-2016,2,1.75,1670,6460,1,0,0,3,8,1670,0,2004,0,122045,2170,6254,3,73,507000
65435038,08-10-2016,3,2.25,1730,13040,1,0,0,4,8,1290,440,1988,0,122005,1730,11016,3,58,500000
65435039,08-10-2016,5,2.5,2340,7200,1,0,0,3,7,1300,1040,1975,0,122033,1930,7221,3,76,475000
65435040,08-10-2016,,2.75,2790,6600,2,0,0,3,9,2790,0,2000,0,122046,2900,6752,1,76,459000
65435041,08-10-2016,,3.5,3080,7759,2,0,0,3,8,2310,770,2003,0,122055,2980,8223,3,50,455000
65435042,08-10-2016,3,2.5,2240,7791,2,0,0,3,7,2240,0,2002,0,122008,2480,5018,1,55,452500
65435043,08-10-2016,4,2,2430,199940,1,0,0,3,8,1310,1120,1961,0,122024,2220,150282,1,56,449500
65435044,08-10-2016,4,1,1480,7560,1.5,0,0,3,7,1480,0,1940,0,122050,1480,7560,1,51,440000
65435045,08-10-2016,4,2.25,2240,8300,2,0,0,3,8,2240,0,1978,0,122017,2340,8500,1,79,439000
65435046,08-10-2016,3,,1820,7500,2,0,0,3,8,1820,0,1985,0,122005,2040,8304,3,51,424000
65435047,08-10-2016,3,1,1580,13912,1,0,0,4,8,1580,0,1955,0,122014,2130,16420,1,54,424000
65435048,08-10-2016,3,,1960,6997,2,0,0,3,7,1960,0,2006,0,122008,2320,5178,1,53,405000
65435049,08-10-2016,2,1,710,5100,1,0,0,5,7,710,0,1905,0,122007,1530,5100,1,56,402000
65435050,08-10-2016,3,2,3000,17800,1,0,0,3,8,1500,1500,1962,0,122022,2400,8300,2,70,400000
65435051,08-10-2016,4,2.5,3140,12792,2,0,0,4,9,3140,0,1977,0,122035,2510,12792,3,57,400000
65435052,08-10-2016,3,1,1000,7800,1,0,0,4,6,860,140,1930,0,122022,1700,7800,1,68,400000
65435053,08-10-2016,4,2,1757,19370,1,0,2,5,7,1757,0,1955,0,122043,1850,11125,2,65,375000
65435054,08-10-2016,3,2.25,1980,7200,1,0,0,3,8,1300,680,1964,0,122050,1820,8250,3,59,355000
65435055,08-10-2016,2,1,1450,6380,1,0,0,3,7,1450,0,1967,0,122006,1240,6380,2,65,350500
65435056,08-10-2016,4,1.75,1780,5000,1,0,0,5,7,890,890,1903,0,122059,1860,5000,3,62,349950
65435057,08-10-2016,3,2.25,1640,7261,2,0,0,3,7,1640,0,1989,0,122033,1640,6789,2,74,349000
65435058,08-10-2016,3,1.5,1590,7260,1,0,0,3,7,1080,510,1964,0,122038,1590,7594,2,60,339275
65435059,08-10-2016,4,1.75,2000,10890,1,0,0,4,7,1390,610,1961,0,122040,1520,9250,3,50,335000
65435060,08-10-2016,5,3,2020,5917,1,0,0,3,7,1220,800,1993,0,122059,2130,5529,2,60,311000
65435061,08-10-2016,1,1,730,5005,1,0,0,4,5,730,0,1945,0,122007,1630,5667,2,61,306950
65435062,08-10-2016,4,,1910,8058,2,0,0,3,8,1910,0,1992,0,122067,1910,6500,3,50,300000
65435063,08-10-2016,2,0.75,440,8313,1,1,3,4,5,440,0,1943,0,122069,880,26289,3,78,290000
65435064,08-10-2016,3,1,1480,32700,1,0,0,4,6,1380,100,1942,0,122056,1500,22600,3,76,290000
65435065,08-10-2016,4,2.5,2240,4648,2,0,0,3,7,2240,0,2005,0,122039,2221,4557,3,77,287000
65435066,08-10-2016,2,1,930,6900,1,0,2,3,7,930,0,1952,0,122063,1910,7194,3,75,287000
65435067,08-10-2016,3,1.75,1930,7267,1,0,0,4,7,1330,600,1977,0,122072,1600,7698,1,80,279950
65435068,08-10-2016,2,1,870,2676,1,0,0,3,7,820,50,2004,0,122054,1500,1719,2,74,276000
65435069,08-10-2016,3,1.75,1440,10920,1,0,0,4,8,1440,0,1977,0,122065,1720,8260,2,75,267000
65435070,08-10-2016,3,1.75,1470,10390,1,0,0,3,7,1470,0,1989,0,122067,1770,7507,2,51,262500
65435071,08-10-2016,3,1,1690,13825,1,0,0,3,7,1210,480,1955,0,122060,1190,9450,3,67,257500
65435072,08-10-2016,2,1,920,43560,1,0,0,4,5,920,0,1923,0,122036,1530,11875,2,50,255000
65435073,08-10-2016,3,1,,,1,0,0,3,7,1030,0,1960,1997,122053,1160,7250,3,56,253000
65435074,08-10-2016,4,1,1330,7980,1.5,0,0,3,6,1330,0,1952,0,122056,1570,8588,2,58,249950
65435075,08-10-2016,3,2.5,1460,11593,2,0,0,3,7,1460,0,1989,0,122018,1640,9703,1,64,245000
65435076,08-10-2016,3,1.5,,9477,1,0,0,4,7,1450,0,1963,0,122067,1460,9477,2,54,240000
65435077,08-10-2016,2,1,720,6345,1,0,0,3,6,720,0,1943,0,122034,720,6345,2,74,240000
65435078,08-10-2016,4,1.5,2070,7245,1,0,0,4,7,1060,1010,1964,0,122039,1450,7350,1,78,235000
65435079,08-10-2016,2,1,930,6600,1,0,0,3,6,930,0,1957,0,122056,1250,6600,2,60,226950
65435080,08-10-2016,3,1,810,5240,1,0,0,3,6,810,0,1942,0,122031,1700,5245,3,73,215000
65435081,08-10-2016,4,1.75,,65340,1.5,0,0,4,7,1850,0,1972,0,122035,1750,40946,1,67,205000
65435082,08-10-2016,2,2.5,1240,3649,2,0,0,3,7,1240,0,1986,0,122040,1400,3721,3,60,153503
65435083,08-10-2016,2,1,1060,16988,1,0,0,3,6,1060,0,1954,0,122046,2320,10580,2,50,151600
65435084,08-10-2016,3,1,910,11117,1,0,0,3,7,910,0,1955,0,122040,1490,8416,1,76,128000
65435085,09-10-2016,4,3.25,4890,13402,2,0,0,3,13,4890,0,2004,0,122015,5790,13539,3,51,1780000
65435086,09-10-2016,3,2.5,2560,3600,2,0,0,3,9,2110,450,1967,2003,122047,2690,4800,2,60,1400000
65435087,09-10-2016,5,1.75,,19180,1,0,0,3,8,1500,630,1968,0,122048,3650,19180,1,59,1300000
65435088,09-10-2016,,3.5,3220,3960,2,0,4,3,10,2760,460,1991,0,122009,3080,4444,3,65,1260000
65435089,09-10-2016,3,2.5,2830,56628,2,0,0,3,11,2830,0,2001,0,122017,2830,16430,3,77,1080000
65435090,09-10-2016,4,3.25,5010,49222,2,0,0,5,9,3710,1300,1978,0,122012,3140,54014,1,53,965000
65435091,09-10-2016,5,2.5,3490,18850,1,0,4,4,9,1840,1650,1958,0,122049,2690,11625,3,57,915000
65435092,09-10-2016,4,2.5,2650,12001,2,0,0,4,9,2650,0,1984,0,122027,2880,14054,1,53,870000
65435093,09-10-2016,3,1.75,2600,15064,1,0,0,4,8,1700,900,1967,0,122048,2940,14984,3,61,860000
65435094,09-10-2016,,3.75,3760,4702,2,0,0,3,9,2780,980,2014,0,122033,2950,5981,1,70,799950
65435095,09-10-2016,3,2,2550,4794,2,0,0,3,9,2550,0,2007,0,122006,1630,5100,3,58,799000
65435096,09-10-2016,4,2.25,,53357,2,0,0,4,9,3200,0,1972,0,122037,2650,54014,1,63,785000
65435097,09-10-2016,3,1.5,1620,7500,1,0,2,4,8,1620,0,1949,0,122007,2440,7800,1,72,780000
65435098,09-10-2016,2,1,1010,3600,1,0,0,3,7,1010,0,1913,0,122026,1540,3600,1,57,775000
65435099,09-10-2016,3,2.25,,23507,1,0,0,4,8,2420,0,1969,0,122012,2540,22257,3,65,774888
65435100,09-10-2016,,2.75,2540,8250,1,0,0,4,7,1440,1100,1953,0,122057,2540,11000,3,71,760250
65435101,09-10-2016,5,1.75,2660,10637,1.5,0,0,5,7,1670,990,1922,0,122006,1570,6825,3,75,760000
65435102,09-10-2016,4,2.25,3040,9690,1,0,0,4,9,1940,1100,1978,0,122049,2430,9690,3,73,760000
65435103,09-10-2016,5,3.75,3360,6000,2,0,0,3,8,2640,720,1963,1999,122051,1930,6000,3,69,725000
65435104,09-10-2016,,2.75,2780,6978,2,0,0,3,8,2780,0,2001,0,122045,2760,5460,2,69,710000
65435105,09-10-2016,2,1,1160,17635,1,1,4,3,6,1160,0,1945,0,122063,1510,13122,1,72,700000
65435106,09-10-2016,4,2.75,2450,5376,1.5,0,0,4,7,1550,900,1920,0,122007,1920,5264,2,56,696950
65435107,09-10-2016,3,2.25,2090,45535,1,0,2,5,8,1280,810,1952,0,122027,3090,12889,3,67,693000
65435108,09-10-2016,,3.25,3370,7313,2,0,0,4,8,2140,1230,1988,0,122011,2990,7806,3,52,690000
65435109,09-10-2016,3,2.75,,3240,1.5,0,0,3,9,1890,590,1929,0,122047,2160,3240,2,52,690000
65435110,09-10-2016,5,2.5,3160,5635,2,0,0,3,9,3160,0,2003,0,122012,3670,6087,3,65,685000
65435111,09-10-2016,3,2.25,2840,59677,1,0,0,3,7,1580,1260,1967,0,122020,2220,31688,2,58,663000
65435112,09-10-2016,3,2.5,1950,7481,2,0,0,3,8,1950,0,1987,0,122012,1980,8479,3,69,622000
65435113,09-10-2016,3,2.5,1880,5500,2,0,0,4,7,1880,0,1947,2007,122032,1230,5500,3,76,617000
65435114,09-10-2016,4,2.25,2500,10062,1,0,0,3,8,1600,900,1975,0,122005,2500,9750,3,74,615000
65435115,09-10-2016,3,1,1000,4959,1,0,0,3,8,1000,0,1945,0,122004,2240,4959,2,55,610000
65435116,09-10-2016,3,1.75,1650,221720,1,0,0,3,7,1650,0,1992,0,122036,2520,221284,3,79,610000
65435117,09-10-2016,3,1.5,2240,3750,1,0,0,3,7,1220,1020,1952,0,122028,1570,3400,3,54,608000
65435118,09-10-2016,4,1.5,1880,3500,1,0,0,4,7,1080,800,1926,0,122028,1690,3500,3,53,605000
65435119,09-10-2016,4,2,2490,339332,1,0,0,3,8,2490,0,2002,0,122068,1910,129373,1,69,590000
65435120,09-10-2016,,2.75,1710,3600,1,0,0,3,7,1590,120,1909,0,122003,1710,3600,3,55,575000
65435121,09-10-2016,3,1.75,1580,3764,1.5,0,0,3,7,1280,300,1945,0,122026,1560,3764,2,78,536000
65435122,09-10-2016,4,1.75,1820,6600,1,0,0,5,7,1820,0,1960,0,122030,1430,8800,2,63,525000
65435123,09-10-2016,3,2.25,,,1,0,0,3,8,2040,340,1961,0,122006,1680,7200,3,59,490000
65435124,09-10-2016,3,2.5,3080,7363,2,0,0,3,9,3080,0,2006,0,122042,2860,5273,2,73,490000
65435125,09-10-2016,3,1.75,2480,10804,1,0,0,3,8,1800,680,1976,0,122050,2480,10400,1,60,489950
65435126,09-10-2016,,3.5,3660,14401,2,0,0,3,10,2660,1000,1994,0,122018,2780,10653,3,64,475000
65435127,09-10-2016,4,3,2410,8284,1,0,0,5,7,1210,1200,1969,0,122033,2050,7940,2,60,475000
65435128,09-10-2016,2,1.75,1320,3420,1,0,1,3,7,1080,240,1955,0,122032,2070,6000,2,70,475000
65435129,09-10-2016,3,1,1140,4560,1,0,0,4,6,770,370,1944,0,122007,1340,3980,2,64,474000
65435130,09-10-2016,4,1,1740,37238,1.5,0,0,4,7,1740,0,1932,0,122036,1810,18352,1,59,470000
65435131,09-10-2016,5,2.5,2310,8303,1,0,0,3,7,1300,1010,1975,0,122033,1930,8303,3,62,469950
65435132,09-10-2016,3,1.75,1270,7700,1,0,0,4,7,1270,0,1968,0,122005,1510,7700,3,53,455000
65435133,09-10-2016,3,,1730,4408,2,0,0,3,8,1730,0,1996,0,122011,1730,4408,1,79,445000
65435134,09-10-2016,3,1.5,1310,1266,2,0,0,3,8,1120,190,2002,0,122009,1310,1378,1,68,445000
65435135,09-10-2016,3,1.75,1720,15225,1,0,0,4,7,1020,700,1970,0,122020,1860,13588,2,56,430000
65435136,09-10-2016,4,2.5,3010,9155,2,0,0,3,9,3010,0,2005,0,122024,3010,5762,1,74,419000
65435137,09-10-2016,3,1.75,1660,5987,1,0,0,3,7,960,700,1982,0,122052,1510,6000,2,59,410000
65435138,09-10-2016,,3.25,3140,10752,2,0,0,3,7,2300,840,1992,0,122052,1300,9920,3,71,409000
65435139,09-10-2016,1,1,700,5621,1,0,0,4,6,700,0,1945,0,122038,1020,5621,2,73,403500
65435140,09-10-2016,2,2,1520,5010,1,0,0,3,7,1520,0,1999,0,122007,1110,5040,3,50,400000
65435141,09-10-2016,3,1.75,2030,217800,1,0,2,4,8,2030,0,1977,0,122023,2570,216057,2,52,395000
65435142,09-10-2016,3,1.75,2700,18246,1,0,0,4,7,1510,1190,1967,0,122015,1620,16986,3,55,381000
65435143,09-10-2016,2,1.75,2510,19141,2,0,0,3,9,2510,0,1977,0,122023,2400,13030,2,66,368500
65435144,09-10-2016,4,1.75,2030,7210,1,0,0,3,7,1450,580,1968,0,122015,1750,8387,2,55,359500
65435145,09-10-2016,3,1.5,1860,17640,1,0,0,4,7,1860,0,1966,0,122015,1860,17820,2,61,350000
65435146,09-10-2016,4,2.5,1970,7098,2,0,0,3,7,1970,0,2007,0,122024,1970,5361,2,76,347500
65435147,09-10-2016,3,1,1160,9600,1,0,0,4,7,1160,0,1967,0,122037,1160,9730,2,68,330000
65435148,09-10-2016,2,2,970,5000,1,0,0,3,7,970,0,1983,0,122033,1540,5000,3,60,325000
65435149,09-10-2016,5,2.25,2630,8625,2,0,0,3,8,2630,0,1966,0,122066,1880,8670,1,52,320000
65435150,09-10-2016,3,2.25,1250,1017,3,0,0,3,8,1250,0,2008,0,122038,1250,1017,3,51,318000
65435151,09-10-2016,3,1,1250,20040,1,0,0,3,7,1250,0,1970,0,122021,1640,19840,1,70,318000
65435152,09-10-2016,3,1,,8370,1.5,0,0,3,7,1310,0,1962,0,122033,1310,8370,1,63,311000
65435153,09-10-2016,4,2.5,2300,7500,1,0,3,2,7,1650,650,1959,0,122043,2300,7500,1,57,308130
65435154,09-10-2016,4,1.75,2130,11097,1,0,0,3,7,1370,760,1952,0,122031,1850,11097,1,71,292000
65435155,09-10-2016,3,1,1050,16050,1,0,0,4,7,1050,0,1960,1981,122024,1610,27600,1,68,287653
65435156,09-10-2016,3,1,1100,5132,1,0,0,3,6,840,260,1948,0,122028,1280,5132,1,80,280000
65435157,09-10-2016,5,2,2110,7919,1,0,0,3,7,1110,1000,1966,0,122051,1590,5250,2,56,280000
65435158,09-10-2016,3,1.75,1360,6603,1,0,0,4,7,1360,0,1981,0,122046,1770,7107,2,61,280000
65435159,09-10-2016,4,2.25,1800,5555,2,0,0,3,7,1800,0,2003,0,122024,1810,5669,2,57,272000
65435160,09-10-2016,3,2.5,1740,3721,2,0,0,3,8,1740,0,2009,0,122072,2030,3794,3,55,257000
65435161,09-10-2016,3,1,1250,10094,1,0,0,4,6,1250,0,1927,0,122025,1300,10094,1,53,255000
65435162,09-10-2016,3,2.75,1900,16117,1,0,0,4,7,1900,0,1958,0,122039,1640,19166,2,80,255000
65435163,09-10-2016,2,1,910,9000,1,0,0,3,5,910,0,1923,0,122008,1290,9000,2,52,244500
65435164,09-10-2016,2,1,910,9000,1,0,0,4,6,910,0,1983,0,122025,1410,9440,3,77,239900
65435165,09-10-2016,2,1,770,6450,1,0,0,4,6,770,0,1948,0,122034,780,6063,2,52,230000
65435166,09-10-2016,3,1,1080,16000,1,0,0,3,6,1080,0,1952,0,122039,1610,10007,3,58,225000
65435167,09-10-2016,3,1.75,1370,8280,1,0,0,4,7,1370,0,1980,0,122067,1850,7820,3,50,222000
65435168,09-10-2016,2,1,,9000,1.5,0,0,4,7,1050,0,1984,0,122040,1550,9600,2,57,219000
65435169,09-10-2016,2,1,770,7000,1,0,0,3,6,770,0,1921,0,122036,1100,8777,1,59,212000
65435170,09-10-2016,2,1,1010,43056,1.5,0,0,3,5,1010,0,1990,0,122041,830,18297,3,71,155000
65435171,10-10-2016,5,6,5490,19897,2,0,0,3,12,5490,0,2005,0,122071,2910,17600,2,50,3640000
65435172,10-10-2016,1,1,1390,60984,1,0,0,3,6,1390,0,1960,0,122055,1620,24225,2,73,400000
65435173,11-10-2016,4,2.5,2960,4750,2,0,0,3,9,2960,0,2005,0,122011,2960,4750,2,69,785000
65435174,11-10-2016,3,,1630,7586,2,0,0,3,8,1630,0,1986,0,122011,2090,7330,1,57,475000
65435175,11-10-2016,4,1.5,1730,7464,2,0,0,4,7,1730,0,1959,0,122066,1370,7860,1,78,243400
65435176,12-10-2016,6,8,12050,27600,2.5,0,3,4,13,8570,3480,1910,1987,122013,3940,8800,1,50,7700000
